name;description;exc;trade;;;;
RCP220;LightSYS Main PCB Only;1036.00;1191.40;;RP432M00000E;;
RCP220-1;LightSYS2 Polycarbonate Alarm Panel Box;188.15;216.37;;RP432B00000B;;
RCP221;LightSYS Plus Main Board;2164.00;2488.60;;RP432MP0000A;;
RCP221-7;LightSYS Plus small plastic box + TMP;512.00;588.80;;RP432BP2000A;;
RCP221-8;LightSYS Plus large plastic box + TMP;1059.00;1217.85;;RP432BP4000A;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 30;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
ProSYS PLUS;;;;;;;
CP180-3;ProSYS Plus Alarm Panel in Metal Box;3893.00;4476.95;EOL;RCP180 + RCP165-3-1;;
RCP180;ProSYS Plus Kit Main Plus Power Supply;2977.00;3423.55;EOL;RP512A20000A;;
RCP165-3-1;PROSYS Metal Box White;532.80;612.72;;RP128B20000A;;
ProSYS PLUS Keypad;;;;;;;
CP181-1;ProSYS LCD Keypad with icons;1299.82;1494.79;;RP128KCL0ICA;;
CP181-8;Elegant Keypad. White w/Prox;2011.00;2312.65;;RPKELPWT000B;;
CP182-8;Elegant Keypad. Black w/ Prox;1998.00;2297.70;;RPKELPB0000B;;
CP181-9;Panda Wired Keypad without Prox;1461.00;1680.15;;RP432KP0200C;;
CP181-10;RisControl IPS Touchscreen KP;4512.00;5188.80;;RP432KPT000A;;
CP182-7;LightSYS Panda Wireless Keypad 868MHz;1825.00;2098.75;;RW432KPP800B;;
CP182-10;Risco 2-Way Wireless Slim White Keypad;1582.80;1820.22;;RW132KL2P00A;;
ProSYS PLUS Connect;;;;;;;
CP184;ProSYS Plus & LightSYS IP Plug-in Module;973.00;1118.95;;RP512IP0000A;;
CP207;ProSYS Plus PSTN Plug-in Module;883.20;1015.68;;RP512MD2400A;;
CP208-2;LightSYS Plus 4G Module + Antenna - EU;2149.00;2471.35;New;RP432G400EUA;;
CP208-3;LightSYS2 4G Module plus Antenna;2169.00;2494.35;New;RW132G400EUA;;
CP209-1;ProSYS Plus Plug-in 2GModule - Metal Box;1849.00;2126.35;EOL;RP512G20000A;;
;ProSYS PLUS Expanded;;;;;;
CP169;Expander Single Zone Bus;223.00;256.45;;RP128EZ0100A;;
CP171-2;ProSYS Plus 16 zone expander;997.20;1146.78;;RP512EZ1600A;;
CP172-1;LightSYS2 & ProSYS Plus 4 Relay Output;1028.00;1182.20;;RP296E04000A;;
CP179;LightSYS2 & ProSYS Plus 8 zone expander;573.00;658.95;;RP432EZ8000C;;
CP189;LightSys & ProSys plus 32 Zone WL Rec 43;935.00;1075.25;EOL;RP432EW4000A;;
CP189-1;LightSys & ProSys Plus 32 Zone WL Rec 86;859.00;987.85;;RP432EW8000A;;
ProSYS PLUS PSU;;;;;;;
CP174-1;PROSYS PSU Bus pcb Exp 3A 16VAC Input;1432.00;1646.80;;RP128EPS000A;;
CP174-2;L & P 3A PSU w/ 2 outputs. Metal Box;2196.00;2525.40;;RP128PSPSEUA;;
CP174-3;Supervised 3A Power Supply PCB w/ 2 O;1728.00;1987.20;;RP128EPSP00A;;
CP174-4;ProSYS BASIC B2BOX Only  + Tamper Switch;896.00;1030.40;;19RP128B21000A;;
RCP221-3;4.5Amp Power Supply without AC cable;485.00;557.75;;RP432PS45NCA;;
ProSYS PLUS License;;;;;;;
CPS001;ProSYS Plus Single Zone License;45.60;52.44;;RP512LZ0000A;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 31;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
Risco Indoor Wired;;;;;;;
BD151-1;PIR Zodiac Quad;120.00;187.45;EOL;RK410RQ;;
BD151-10;PIR Bracket Zodiac;8.40;9.66;;RAK410;;
BD152;PIR iWise Anti-Cloak;618.00;710.70;EOL;RK815DTGL00C;;
BD152-7;PIR Bracket iWise Wall Mnt;98.00;112.70;;RA910000000A;;
BD152-8;PIR Bracket iWise Ceiling Mnt;98.00;112.70;;RA900000000A;;
BD156-5;PIR WatchIn DT AM Ind Detector;2791.20;3209.88;;RK325DT0000C;;
BD157;PIR BWare DT Grade 2;536.00;616.40;;RK515DTGL00B;;
BD157-1;PIR BWare DT AM Grade 3 15m;955.00;1098.25;;RK515DTG300B;;
BD157-3;PIR BWare DT Bus Grade 2 15m;634.00;729.10;;RK515DTBGL0A;;
BD157-8;PIR BWare Wall or Ceiling Mnt Bracket;98.00;112.70;;RA51T000000A;;
BD157-9;PIR BWare QUAD AM Grade 3;628.00;722.20;New;RK500Q0G300A;;
BD160-1;PIR Lunar 360 Deg Ceiling Mnt;520.00;598.00;;RK2000DPC00B;;
BD184-4;PIR Digi-Sense 12m 32kg Pet;278.00;319.70;New;RK412PT0000C;;
BD184-9;Digi-Sense Swivel Bracket for Quad 12m;29.00;33.35;;RA415PR0000A;;
BD154-1;PIR Lunar Ind 8.6m 360 Deg;2173.00;2498.95;;RK200DTG300D;;
BD154-4;PIR Lunar Ind Programmer;1230.00;1414.50;;RK200RC0000A;;
BD156-5;PIR WatchIn DT AM Ind Detector;2791.20;3209.88;;RK325DT0000C;;
Risco Detect;;;;;;;
BD80;Seismic Detector;2466.00;2835.90;;RK66S000000B;;
BD170;ShockTec Digital Detector;446.00;512.90;;RK600S00000B;;
BD155-5;GBD Vitron Plus RG71FM Glass Break Detec;449.00;516.35;;RG71FM;;
BD155-1;Vitron Glass Break Detector Bracket RG 6;17.00;19.55;;RA66;;
BD155-2;Vitron Glass Break Detector Tester;1893.00;2176.95;;RG65;;
Risco Outdoor Wired;;;;;;;
BD161;WatchOut DT AM Out Detector;2698.00;3102.70;;RK315DT0000C;;
BD161-5;PIR WatchOut Swivel Bracket;172.00;197.80;;RA300B00000A;;
BD161-6;PIR WatchOut Pole Mnt Bracket;258.00;296.70;;RA300P00000A;;
BD161-8;PIR WatchOut Conduit Adaptor Bracket;93.60;107.64;;RA300C00000A;;
BD161-9;PIR WatchOut Swivel Conduit Adaptor Brac;159.60;183.54;;RA300SC0000A;;
BD162;PIR Beyond DT Anti-Masking Out Detector;1785.00;2052.75;;RK350DT0000B;;
BD162-9;PIR Beyond 180 Deg Swivel Bracket for BD;319.00;366.85;;RA350S00000B;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 32;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
Risco Wireless;;;;;;;
CP189-1;LightSys & ProSys Plus 32 Zone WL Rec 86;859.00;987.85;;RP432EW8000A;;
BD154-6;PIR 2-Way WL iWave DT 868 MHz;997.20;1146.78;;RWX95DT0800C;;
BD154-7;PIR 2-Way WL iWave DT Pet 868 MHz;990.00;1138.50;EOL;RWX95DTP800B;;
BD154-8;PIR 2-Way WL iWave PIR 868 MHz;844.00;970.60;;RWX95086800C;;
BD154-9;PIR 2-Way WL iWave Pet 868 MHz;729.00;838.35;;RWX95P86800C;;
BD156-9;PIR 12m Out Curtain AM WL IP67 868 MHz;1328.00;1527.20;ON REQUEST;RWX107DT800A;;
BD163-1;PIR WatchOut 2-Way WL 868 MHz;2395.00;2754.25;;RWX312PR800C;;
MC42-2;2-Way Door Window Contact 868 MHz;764.00;878.60;;RWX73M86800D;;
MC42-3;2-Way Multi Function Contacts 868Mhz;679.00;780.85;;RWX73F86800C;;
BD172-1;1-Way WL Shock Detector 868 MHz;452.40;520.26;;RWT6SW86800D;;
BD172-2;1-Way WL Shock Contact 868 MHz;962.00;1106.30;;RWT62W86800C;;
BD172-3;1-Way WL Glass break Detector 868 MHz;967.99;1113.19;;RWT6G086800C;;
FR41;Smoke & Heat Detector 1 & 2-Way 868 MHz;1423.20;1636.68;;RWX35S00800C;;
SW153-3;Keyfob 2 Button Panic 868 MHz;442.80;509.22;;RWT52P86800A;;
SW153-4;2-Way WL Remote Control 868 MHz;718.80;826.62;;RW132KF2000A;;
SW153-5;Risco 8 Buttons 2Way KeyFob 868MHz;736.90;847.44;ON REQUEST;RWX132KF800A;;
SW153-6;Risco Panda 2Way KeyFob 868MHz;573.00;658.95;ON REQUEST;RWX332KF800B;;
SW156;Wristband Panic Transmitter 868 MHz;649.00;746.35;;RWT51P80000B;;
Risco VUpoint;;;;;;;
CC253-4;Cam 2MP VU Point PoE Bullet;1959.00;2252.85;;RVCM52P2000A;;
CC253-5;Cam 2MP VU Point WiFi Dome;1782.00;2049.30;;RVCM32W1600A;;
CC253-6;Cam 2MP VU Point WiFi Bullet;1946.00;2237.90;;RVCM52W1400A;;
Risco App;;;;;;;
CPS002;iRisco App Andriod & iOS v 4.2.2;-;-;;;;
CPS003;VUpoint Non-Risco Cam License;691.00;794.65;;RVLC1000000A;;
Risco Control;;;;;;;
CPW01;Z-wave 16A 3Pin Power Switch;930.00;1069.50;;IZRTSWD01;;
CPW02;Z-wave Flood + Humidity + Temperature;738.00;848.70;;IZPHFHT01;;
CPW03;Z-wave In Wall Dual Relay (1 Way) Switch;756.00;869.40;;IZPHSWR01;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 33;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;IDS CONTROL PANELS & ACCESSORIES;;;;;;
CP46-4;IDS 805 Alarm Panel - Comms;820.00;943.00;;;;
CP46-5;IDS 805 Alarm Panel - No Comms;769.00;884.35;;;;
CP46-6;IDS 806 8 Zone Alarm Panel 24VDC;712.35;819.20;;;;
CP60;IDS X16 - Panel - 8 Zone Exp to 16 Zones;955.00;1098.25;EOL;;;
CP60-1;IDS X16 8 Zone Alarm Panel Exp 24VDC;941.00;1082.15;New;;;
CP60-4;IDS X16 8Zone Alarm Panel incl 24VDC PSU;1127.00;1296.05;EOL;;;
CP51-1;IDS X64 Serial - 8 Zone Alarm Panel Expa;1080.00;1242.00;New;;;
CP51-2;IDS X64 - 8Z Alarm Panel incl 24VDC PSU;1234.00;1419.10;EOL;;;
IDS KEYPADS;;;;;Alarm;;
CP48-4;IDS 806 8 Zone Alarm Keypad;544.00;625.60;;Installation;;
CP52;IDS XSeries - 16 Zone LED Classic Keypad;599.00;688.85;;Checklist;;
CP52-1;IDS XSeries - 16 Zone LED Curve Keypad;644.00;740.60;;o Alarm Panel;;
CP52-2;IDS XSeries - Multi LCD Curve Keypad;890.00;1023.50;;o Additional Keypad;;
CP52-4;IDS XSeries Soft Touch White LCD Keypad;968.00;1113.20;;o Zone Expanders;;
CP52-5;IDS XSeries Soft Touch Black LCD Keypad;969.00;1114.35;New;o Passives;;
;;;;;o Door Contacts;;
;IDS ZONE EXPANDERS;;;;o Outdoor Passives;;
CP53;IDS XSeries - 8 Zone Expander 9-16 Zone;204.00;234.60;;o Outdoor Beams;;
CP64-1;IDS XSeries 8 Zone Smart Bus Exp Module;308.00;354.20;EOL;o Panic Buttons;;
CP64-4;IDS XSeries 8 Zone Smart Expander;328.00;377.20;New;o Power Supply;;
;;;;;o Battery;;
;IDS ANCILLARY DEVICES;;;o Siren;;;
CP54;IDS XSeries - Bus Receiver 2 Relay;385.00;442.75;;o Strobe Light;;
CP55-3;IDS DTMF Radio Interface Plug-in Module;135.00;155.25;New;o Glass Break Detect.;;
CP57;IDS XSeries SMS Module;1020.00;1173.00;;o Smoke Detectors;;
CP62-2;IDS XSeries RS485 Key Bus Isolator;354.00;407.10;;o Vibration Detectors;;
CP64;IDS X-SPS Smart Power Supply;592.00;680.80;;o Garage Door Contact;;
CP64-1;IDS XSeries 8 Zone Smart Bus Exp Module;308.00;354.20;;o Remote Panic Buttons;;
CP64-2;IDS XSeries 8 Ch Output Exp 8 x 1A Relay;672.00;772.80;o Cable;;;
CP48-9;IDS 806 Wireless Receiver Add-on Module;196.00;225.40;;o Glue Sticks / Glue;;
CP48-10;IDS Serial Interface Cable;306.00;351.90;;;;
CP48-12;IDS Remote Rx Analogue Bus 2 Channel 3A;341.00;392.15;;;;
CP62-3;IDS 805 Key-Bus Interface Module;264.00;303.60;;;;
SW195;IDS 4 Button Transmitter;135.40;155.71;EOL;;;
SW195-6;IDS XSeries Remote Receiver Kit;557.00;640.55;;;;
CP43-2;IDS 805 Control Card N/Comms;692.00;795.80;;;;
CP43-3;IDS 805 Control Card W/Comms;720.00;828.00;;;;
CP60-2;IDS X16 8 Zone Alarm PCB Only;1364.00;1568.60;EOL;;;
CP60-3;IDS X16 8 Zone Alarm PCB Only 24VDC;941.00;1082.15;New;;;
CP43-4;IDS X64 Control Card;1334.00;1534.10;EOL;;;
CP43-6;IDS X64 Series Panel Control Card;985.00;1132.75;New;;;
PS86;IDS 806 & XSeries Alarm Panel PSU 24VDC;212.00;243.80;;;;
;IDS WIRELESS OPTEX XWAVE DEVICES;;;;;;
CP63;Xwave Bus 16 Wireless Zone Expander;790.00;908.50;;;;
CP63-2;Xwave2 Bi-Directional Wireless Bus Hub;629.00;723.35;;;;
CP63-3;Xwave2 Input Output Module;429.00;493.35;;;;
CP63-4;Xwave Wireless Repeater Module;1006.00;1156.90;;;;
MC43-1;Xwave2 Wireless Door Contact - WHITE;345.00;396.75;;;;
MC43-2;Xwave2 Wireless Door Contact - BROWN;345.00;396.75;;;;
SW157-1;Xwave 8Ch Standalone Wireless Receiver;768.00;883.20;;;;
SW157-5;Xwave2 5 Button Remote;299.00;343.85;;;;
SW157-6;IDS Xwave Remote;143.00;164.45;;;;
SW157-7;IDS Xwave Remote Transmitter;139.00;159.85;New;;;
CP62-6;HYYP Module for 806 Alarm Panel;1500.00;1725.00;;;;
CP62-7;HYYP Dialler Interface;79.00;90.85;;;;
CP62-8;HYYP Modem;1779.00;2045.85;;Consult your;;
CP62-9;HYYP Base Station;4632.00;5326.80;;Branch for;;
CP62-10;HYYP Hub V2 bi-directional GSM M;1720.00;1978.00;;HYPP Applications;;
CP62-13;HYYP Plug-in App Module X Series & 806;1524.00;1752.60;;;;
CP62-14;IDS HYYP IP Module;850.00;977.50;New;;;
CP62-15;IDS HYYP GSM Module for X Series Serial;1547.00;1779.05;New;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 34;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;IDS WIRELESS OPTEX XWAVE DETECTORS;;;;;;
BD60;Optex Xwave Wireless VXI OD WA Dual PIR;1910.00;2196.50;;;;
BD60-1;Optex Xwave WL VXI AM OD WA Dual PIR;2040.00;2346.00;;;;
BD60-2;Optex Xwave Wireless VXI AM MW Outdoor;2099.00;2413.85;;;;
BD60-5;Optex Xwave2 VXI WL OD LM WA Dual PIR;2065.00;2374.75;;;;
BD60-6;Optex Xwave2 VXI AM WL OD LM WA Dual PIR;2200.00;2530.00;;;;
BD60-7;Optex Xwave2 VXI RDAM WL OD LM WA DT AM;2400.00;2760.00;;;;
BD70-2;PIR Optex VXI-R WL Out Low Mnt Wide Angl;1689.00;1942.35;;;;
BD70-8;Optex Xwave WXI-R 180Deg Wireless OD Pet;2699.00;3103.85;;;;
BD70-13;Optex Xwave2 WXI-RAM 180 Wireless OD AM;2955.00;3398.25;NEW;;;
BD86-7;Optex XWave2 BXS Shield Wireless Outdoor;1899.00;2183.85;NEW;;;
BD61;Optex Xwave Wireless BX80 OD Dual LR PIR;1499.20;1868.75;EOL;;;
BD61-1;Optex Xwave Wireless HX80 AM OD LR PIR;2961.00;3405.15;;;;
BD61-5;Optex Xwave2 BX80 WL Outdoor Dual LR PIR;1649.00;1896.35;EOL;;;
BD61-6;Optex Xwave2 HX80 RAM WL OD HM LR AM PIR;3067.00;3527.05;;;;
BD62;Optex Xwave Wireless HX40 AM OD Dual LR;2330.00;2679.50;;;;
BD63;Optex Xwave Wireless FIT OD Compact PIR;1003.00;1153.45;Now in stock;;;
BD63-1;Optex Xwave Wireless FIT AM OD Cpt PIR;1229.00;1413.35;Sundry Hardware;;;
BD63-2;Optex Xwave Wireless FIT AM OD PIR LC;1050.00;1207.50;Conduit;;;
BD63-5;Optex Xwave2 FIT Wireless Outdoor Compac;1168.50;1343.78;Conduit Accessories;;;
;;;;Plug-tops;;;
BD65-1;Optex Xwave Wireless WNX 40 Pet PIR;508.80;585.12;Trunking;;;
BD65-2;Optex Xwave WL WFX 360 Ceiling Mount PIR;965.00;1109.75;Glue Gun & Sticks;;;
BD65-3;Optex Xwave WL CX 702 Industrial ID PIR;1076.00;1237.40;Junction Boxes;;;
BD65-5;Optex Xwave2 WNX 40 Wireless ID PIR PET;566.00;650.90;Enclosures;;;
;;;;Tools;;;
BD66-5;Optex Infinity 120 WL OD PIR  Req Tx;1335.00;1535.25;;;;
BD66-6;Optex Infinity 120 WL OD PIR MWAB Req Tx;1736.00;1996.40;;;;
BD66-7;Optex Xwave Infinity 120 WL OD PIR SPet;1473.00;1693.95;;;;
BD64-4;Optex Xwave Wireless Beam 60m Single Ch;2934.00;3374.10;;;;
BA39;BATT SAFT Lithium 3.6V - Optex Xwave AX;343.00;394.45;;;;
;DSC CONTROL PANELS & ACCESSORIES;;;;;;
CP69-3;DSC - Power 8 Alarm Panel + PC1555 LED K;1494.00;1718.10;;;;
CP76;DSC - Alarm Panel PC1864NK 8 exp to 64 Z;1638.00;1883.70;;;;
CP76-1;DSC NEO 64 Zone Control Panel HS2064NKZA;1658.30;1907.05;;;;
CP07-1;DSC - Keypad 8 Zone LED PC1555Z;636.00;731.40;;;;
CP70-1;DSC - Keypad 16 Zone LED PK5516E1;739.00;849.85;;;;
CP77;DSC NEO  HS2LCDE1 Keypad - Full Message;785.00;902.75;;;;
CP75-1;DSC - Keypad LCD PK5500E1;943.00;1084.45;;;;
CP71;DSC - PC5108 8 Zone Expander Module;336.00;386.40;;;;
CP78;DSC - PC5208 8Z Output Module;660.00;759.00;;;;
CP78-1;DSC NEO  HSM2108 8 Zone Expander;412.00;473.80;;;;
CP78-9;DSC NEO Wireless Host Transceiver 868MHz;2599.00;2988.85;;;;
BD104-4;PIR - DSC NEO Wireless Pet 868MHz;830.00;954.50;;;;
MC45-3;DSC NEO Wireless Door Contact 868MHz;687.00;790.05;;;;
SW147-3;DSC NEO KEYFOB 868MHz;462.00;531.30;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 35;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;SECURI-PROD PERIMETER ALARM PANEL;;;;;;
CP01;4 Zone Perimeter Alarm Panel;878.00;1009.70;;;;
;SECURI-PROD PERIMETER BEAMS;;;;;;
BD122;SP Dual IR Beams 30m;459.00;527.85;;;;
BD123;SP Dual IR Beams 60m;668.00;768.20;;;;
BD124;SP Dual IR Beams 100m;898.00;1032.70;;;;
;SECURI-PROD STRIP BEAMS;;;;;;
BD252-4;SP IR Strip Beam 2-Beam 40m;494.00;568.10;;;;
BD254-3;SP IR Strip Beam 4-Beam 30m;1159.00;1332.85;;;;
BD256-3;SP IR Strip Beam 6-Beam 30m;1239.00;1424.85;;;;
BD256-7;SP IR Strip Beam 6-Beam 70m;1314.00;1511.10;;;;
BD258-3;SP IR Strip Beam 8-Beam 30m;1899.00;2183.85;;;;
;CROW PASSIVES & DETECTORS - INDOOR;;;;;;
BD42-8;PIR - Crow Swan Digital Quad 18m 25Kg;169.00;194.35;;;;
BD42-9;Bracket Crow PIR Mnt for Swan & Neo;58.00;66.70;;;;
;PASSIVES & DETECTORS - INDOOR;;;;;;
BD99-1;PIR - Optex RX Core Saver Wired Indoor;128.00;147.20;;;;
BD99-3;PIR Optex RX40PT Pet;261.00;300.15;;;;
BD99-4;PIR - Optex Quad Logic incl Brkt RXC-ST;165.00;189.75;;;;
BD99-7;PIR Optex CX 702 Wired Industrial Indoor;960.00;1104.00;;;;
BD99-8;Optex CDX NAM Indoor PIR AM 24 x 15m Gr3;850.00;977.50;;;;
BD99-9;Optex RXC DT X5 Wired Industrial PIR;515.00;592.25;On Request;;;
BD99-2;PIR Optex Bracket CA1W;153.00;175.95;;;;
BD39;PIR Paradox Pro 12m PA1081/476+;201.00;231.15;;;;
BD39-1;PIR Paradox PMD75 WL Digital Pet 40kg PA;1071.00;1231.65;;;;
BD42-4;PIR - Paradox Digiguard 75 Pet 40Kg;427.00;491.05;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 36;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;PASSIVES & DETECTORS - OUTDOOR;;;;;;
BD129;PIR - Askari Outdoor Dual 5-22m 108 Deg;983.00;1130.45;;;;
BD132;SP Out Detector Dual PIR MW;545.00;626.75;;;;
BD132-1;SP Bracket 180 Deg for BD132 Out Detecto;49.80;57.27;;;;
BD39-5;PIR Paradox DG85 Out W/Pet Lens Bracket;1460.00;1679.00;;;;
BD40-2;PIR - Paradox NV780MX Dual Side AM OD;1698.00;1952.70;;;;
BD39-9;PIR - Paradox Wireless MG-PMD2;810.00;931.50;;;;
BD39-10;PIR Paradox PMD85 Out WL 2 Lens PA-3730;1808.00;2079.20;;;;
BD39-12;PIR - Paradox Window & Door Dual AM Pet;1326.00;1524.90;NEW;;;
BD40;PIR - Paradox NVR780MR Dual WL AM OD;2422.00;2785.30;;;;
BD70-3;PIR Optex VXI-ST Infinity Out Wide Angle;1690.00;1943.50;;;;
BD70-4;PIR - Optex WXI-ST Infinity Outdoor 180;2420.00;2783.00;;;;
BD70-5;PIR - Optex VXS Shield Outdoor 12m WA AM;1895.00;2179.25;;;;
BD70-6;PIR - Optex VXS Shield Outdoor 12m WA MW;2191.00;2519.65;;;;
BD70-10;PIR - Optex VXS WL OD LM AM LC excl Tx;2054.50;2362.68;;;;
BD70-12;PIR - Optex WXI-R 180 Deg WL OD excl Tx;2570.00;2955.50;;;;
BD70-16;PIR - Optex VXI AM Wired Outdoor Dual;1779.00;2045.85;NEW;;;
BD71;PIR Optex HX40 Wired Out Dual Wide Angle;1699.00;1953.85;;;;
BD72;PIR - Optex HX80NAMC Wired Outdoor Dual;2625.00;3018.75;;;;
BD86;PIR - Optex BX80N Boundary Guard;1087.80;1437.50;EOL;;;
BD86-1;PIR - Optex BX80NR WL OD Dual LR excl Tx;1353.00;1555.95;EOL;;;
BD86-5;PIR - Optex BXS Shield Wired Outdoor;1421.00;1634.15;;;;
BD86-6;PIR - Optex BXS Shield Wired Outdoor AM;2088.00;2401.20;;;;
BD86-8;PIR - Optex BXS Shield WL Outdoor AM LC;2069.00;2379.35;;;;
BD87;PIR Optex LX402C Wide Angle;660.00;759.00;;;;
BD126;PIR Takex Outdoor 14 lenses 90 Degree;949.00;1091.35;;;;
BD126-1;PIR Takex Outdoor Dual Pet 180 Degree;1625.00;1868.75;;;;
BD126-2;PIR Takex Outdoor Dual Pet 90Deg MS-12TE;1349.00;1551.35;;;;
BD126-3;PIR Takex O/Door W/Less Dual Pet 180 Deg;2289.00;2632.35;;;;
BD126-4;PIR Takex Outdoor Dual Zone 180 Deg AM;1865.00;2144.75;On Request;;;
BD127;PIR Takex O/Door Dual 180 Degree OMS-12F;1517.00;1744.55;;;;
BD127-6;Takex Theft Resistant Bracket and Lock;394.00;453.10;;;;
;OPTEX PERIMETER BEAMS;;;;;;
BD83;BEAM - Optex AX130TN Dual 40M;1134.50;1304.68;;;;
BD83-1;BEAM - Optex SL-350QN Dual 100M;4442.00;5108.30;;;;
BD83-2;BEAM - Optex SL-650QN Dual 200M;4908.00;5644.20;;;;
BD83-4;BEAM - Optex 250m Quad Active IR Outdoor;1999.00;2298.85;;;;
;PASSIVES - OUTDOOR WIRELESS SYSTEM;;;;;;
BD300-3;RoboGuard O/door Tx 20m DPIR Brk Black;1650.00;1897.50;;;;
BD300-4;RoboGuard O/door Tx 20m DPIR Brkt Green;1650.00;1897.50;;;;
BD300-5;RoboGuard O/door Tx 20m DPIR Brkt White;1650.00;1897.50;;;;
BD304-1;RoboGuard HQ 8 Zone ONLY EXCL Charger;935.87;1076.25;;;;
BD305;RoboGuard Keypad 4 Zone Fixed Interface;289.30;332.70;;;;
BD306;RoboGuard Visual LED Indicator;209.24;240.63;;;;
BD307;RoboGuard XP Alarm Cord;30.89;35.52;;;;
BD308;RoboGuard Universal 1 Channel Pulsed Rx;253.17;291.15;;;;
BD309;RoboGuard 4 Ch Universal Transmitter;353.57;406.61;;;;
BD310;RoboGuard Remote 4 Button;148.41;170.67;;;;
BD310-1;RoboGuard Remote 6 Button;183.33;210.83;;;;
BD312;RoboGuard Ball Bracket;113.41;130.42;;;;
BD313;RoboGuard Alarm Interface;628.57;722.86;;;;
BD315-1;RoboGuard Power Pack 7Ah with Siren Out;724.00;832.60;;;;
BD316;RoboGuard XP HQ Battery Pack;102.14;117.46;;;;
BD317;RoboGuard Charger 220V;119.00;136.85;;;;
BA28-2;BATT KINETIC Alkaline Size C Medium 2 Pc;42.40;48.76;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 37;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
CONTROL PANELS. BEAMS. DETECTORS AND ACCESSORIES;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;GLASS BREAKS. SHOCK DETECTORS & ACCESSORIES;;;;;;
BD05;Crow Shock Sensor - VIB-2000;399.00;458.85;;;;
BD07;GBD - Crow PLUS Shock & Glass Break Det;352.00;404.80;;;;
BD82;SHOCK - Seismic Detector VV600;1516.00;1743.40;;;;
SW61;Vibration Detector - Brown;8.35;9.60;EOL;;;
SW62;Vibration Detector - White;10.80;12.42;EOL;;;
DOOR LOOPS & JUNCTION BOXES;;;;;;;
CN05;Connector Block 3A Plate Wht;18.00;20.70;;;;
CN06;Connector Block - 3A Std Black;10.20;11.73;;;;
CN07;Connector Block - 6A Std Black;12.10;13.92;;;;
CN07-1;Connector Block - 15A 12 Way Black;14.60;16.79;;;;
CN08;Door Loop - Expandable White;199.00;228.85;;;;
CN22;SP Armoured Silver Door Loop;122.00;140.30;;;;
CN23;SP S/less Steel Door Loop 40cm;249.00;286.35;;;;
CN12;Junction Box  - 24 Way White;59.20;68.08;;;;
CN13;Junction Box - 8 Way Brown;11.20;12.88;;;;
CN14;Junction Box - 8 Way White;13.10;15.07;;;;
CN25;Junction Box - 30 Way 164x121x40mm;57.40;66.01;;;;
